title,title_normalized,colonfix,single_resource,ignore,checked,multiple_resource,url,id
New issues of ASOR journals,new issues of asor journals,,false,false,true,true,http://ancientworldonline.blogspot.com/2013/01/new-issues-of-asor-journals.html,"tag:blogger.com,1999:blog-116259103207720939.post-661757117171645575"
Open Access Journal: The Journal for Late Antique Religion and Culture,open access journal: the journal for late antique religion and culture,open access journal,true,false,true,false,http://ancientworldonline.blogspot.com/2012/01/open-access-journal-journal-for-late.html,"tag:blogger.com,1999:blog-116259103207720939.post-8655833872599320738"
Open Access Publications at the Oriental Institute Research Archives,open access publications at the oriental institute research archives,,false,false,true,true,http://ancientworldonline.blogspot.com/2009/03/open-access-publications-at-oriental.html,"tag:blogger.com,1999:blog-116259103207720939.post-6550381445957904006"
Open Access Travaux de Karnak,open access travaux de karnak,,false,false,false,false,http://ancientworldonline.blogspot.com/2010/06/open-access-travaux-de-karnak.html,"tag:blogger.com,1999:blog-116259103207720939.post-7200285926669784471"
JSTOR Register & Read,jstor register read,,false,true,true,false,http://ancientworldonline.blogspot.com/2012/03/jstor-register-read.html,"tag:blogger.com,1999:blog-116259103207720939.post-7166343561730994332"
Open Access Journal: Sino-Platonic Papers,open access journal: sinoplatonic papers,open access journal,true,false,true,false,http://ancientworldonline.blogspot.com/2010/08/open-access-intercultural-relations-of.html,"tag:blogger.com,1999:blog-116259103207720939.post-4952386813589797299"
Victor Loret: Egyptologue et collectionneur,victor loret: egyptologue et collectionneur,victor loret,false,false,false,false,http://ancientworldonline.blogspot.com/2013/01/victor-loret-egyptologue-et.html,"tag:blogger.com,1999:blog-116259103207720939.post-1721842664636893444"
Syrian museums under threat,syrian museums under threat,,false,false,false,false,http://ancientworldonline.blogspot.com/2013/01/syrian-museums-under-threat.html,"tag:blogger.com,1999:blog-116259103207720939.post-9106791411042138458"
Open Access Journal: Revue de Linguistique Latine du Centre Alfred Ernout: De lingua Latina,open access journal: revue de linguistique latine du centre alfred ernout: de lingua latina,open access journal,true,false,true,false,http://ancientworldonline.blogspot.com/2010/02/revue-de-linguistique-latine-du-centre.html,"tag:blogger.com,1999:blog-116259103207720939.post-3743767777832257103"
"Open Access Exhibition Catalogue: Transition to Christianity: Art of Late Antiquity, 3rd – 7th Century AD",open access exhibition catalogue: transition to christianity: art of late antiquity 3rd – 7th century ad,open access exhibition catalogue,false,false,false,false,http://ancientworldonline.blogspot.com/2013/01/open-access-exhibition-catalogue.html,"tag:blogger.com,1999:blog-116259103207720939.post-6486890552733462375"
Open Access Journal: Kervan: International Journal of Afro-Asiatic Studies,open access journal: kervan: international journal of afroasiatic studies,open access journal,true,false,true,false,http://ancientworldonline.blogspot.com/2011/06/open-access-journal-kervan.html,"tag:blogger.com,1999:blog-116259103207720939.post-6486826106368876738"
Open Access Journal: Electronic Journal of Vedic Studies,open access journal: electronic journal of vedic studies,open access journal,true,false,true,false,http://ancientworldonline.blogspot.com/2013/01/open-access-journal-international.html,"tag:blogger.com,1999:blog-116259103207720939.post-9210272586915979060"
ákoue News,ákoue news,,false,true,true,false,http://ancientworldonline.blogspot.com/2013/01/akoue-news.html,"tag:blogger.com,1999:blog-116259103207720939.post-100520563862046060"
Open Access Journal: Eugesta [Journal on Gender Studies in Antiquity],open access journal: eugesta journal on gender studies in antiquity,open access journal,true,false,true,false,http://ancientworldonline.blogspot.com/2011/12/new-open-access-journal-eugesta-journal.html,"tag:blogger.com,1999:blog-116259103207720939.post-2929679055179054167"
SAFE Teaching Tools,safe teaching tools,,false,false,false,false,http://ancientworldonline.blogspot.com/2013/01/safe-teaching-tools.html,"tag:blogger.com,1999:blog-116259103207720939.post-2084615654680776632"
The Levantine Ceramics Project,the levantine ceramics project,,true,false,true,false,http://ancientworldonline.blogspot.com/2013/01/the-levantine-ceramics-project.html,"tag:blogger.com,1999:blog-116259103207720939.post-6609377392249506370"
Blogiversary (now there's an execrable word!),blogiversary now theres an execrable word,,false,true,true,false,http://ancientworldonline.blogspot.com/2013/01/blogiversary-now-theres-execrable-word_6.html,"tag:blogger.com,1999:blog-116259103207720939.post-5033192735701405917"
Open Access Journal: NEO-LITHICS: The Newsletter of Southwest Asian Neolithic Research,open access journal: neolithics: the newsletter of southwest asian neolithic research,open access journal,true,false,true,false,http://ancientworldonline.blogspot.com/2013/01/open-access-journal-neo-lithics.html,"tag:blogger.com,1999:blog-116259103207720939.post-339709093068995378"
Open Access Journal: Archaeology International,open access journal: archaeology international,open access journal,true,false,true,false,http://ancientworldonline.blogspot.com/2012/02/newly-open-access-journal-archaeology.html,"tag:blogger.com,1999:blog-116259103207720939.post-1801388739279690812"
Open Access Journal: Habis,open access journal: habis,open access journal,true,false,true,false,http://ancientworldonline.blogspot.com/2013/01/open-access-journal-habis.html,"tag:blogger.com,1999:blog-116259103207720939.post-7705375700946621781"
Epigraphik-Datenbank Clauss / Slaby EDCS,epigraphikdatenbank clauss / slaby edcs,,true,false,true,false,http://ancientworldonline.blogspot.com/2013/01/epigraphik-datenbank-clauss-slaby-edcs.html,"tag:blogger.com,1999:blog-116259103207720939.post-8470648120668607483"
key papers from the new Cambridge Classical Journal,key papers from the new cambridge classical journal,,false,false,true,true,http://ancientworldonline.blogspot.com/2013/01/key-papers-from-new-cambridge-classical.html,"tag:blogger.com,1999:blog-116259103207720939.post-4847609581873454410"
Open Context Projects and Collections Online,open context projects and collections online,,true,false,true,false,http://ancientworldonline.blogspot.com/2013/01/open-context-projects-and-collections.html,"tag:blogger.com,1999:blog-116259103207720939.post-5915653073672508071"
The Prosopography of Ebla Online,the prosopography of ebla online,,false,false,false,false,http://ancientworldonline.blogspot.com/2011/02/prosopography-of-ebla.html,"tag:blogger.com,1999:blog-116259103207720939.post-4109363790167225146"
sAb Corpus Prosopographie,sab corpus prosopographie,,false,false,false,false,http://ancientworldonline.blogspot.com/2013/01/sab-corpus-prosopographie.html,"tag:blogger.com,1999:blog-116259103207720939.post-7316074080865276775"
CEDOPAL: Centre de Documentation de Papyrologie Littéraire,cedopal: centre de documentation de papyrologie littéraire,cedopal,true,false,true,false,http://ancientworldonline.blogspot.com/2013/01/cedopal-centre-de-documentation-de.html,"tag:blogger.com,1999:blog-116259103207720939.post-4399908516929226375"
Bibliographies: Late Antique and Early Medieval Inscriptions,bibliographies: late antique and early medieval inscriptions,bibliographies,false,false,true,true,http://ancientworldonline.blogspot.com/2010/08/late-antique-and-early-medieval.html,"tag:blogger.com,1999:blog-116259103207720939.post-108326625033322112"
Open Access Bibliographies: Neo-Latin,open access bibliographies: neolatin,open access bibliographies,true,false,true,false,http://ancientworldonline.blogspot.com/2010/01/open-access-bibliographies-neo-latin.html,"tag:blogger.com,1999:blog-116259103207720939.post-6673141585513284653"
Open Access Bibliographical Database: DAPHNE,open access bibliographical database: daphne,open access bibliographical database,true,false,true,false,http://ancientworldonline.blogspot.com/2010/10/open-access-database-daphne.html,"tag:blogger.com,1999:blog-116259103207720939.post-1223334378301811289"
New Open Access Journal: Peitho: Exa­mina Anti­qua,new open access journal: peitho: exa­mina anti­qua,new open access journal,true,false,true,false,http://ancientworldonline.blogspot.com/2013/01/new-open-access-journal-peitho-examina.html,"tag:blogger.com,1999:blog-116259103207720939.post-2122046211297278016"
Administrative: 01.01.2013,administrative: 01012013,administrative,false,false,true,false,http://ancientworldonline.blogspot.com/2013/01/administrative-01012013.html,"tag:blogger.com,1999:blog-116259103207720939.post-2948199715542350151"
Open Access Journal: Tamid: Revista Catalana d’Estudis Hebraics,open access journal: tamid: revista catalana destudis hebraics,open access journal,true,false,true,false,http://ancientworldonline.blogspot.com/2012/12/open-anncess-journal-tamid-revista.html,"tag:blogger.com,1999:blog-116259103207720939.post-1726105243561582260"
Open Access Journal: Sylloge epigraphica Barcinonensis,open access journal: sylloge epigraphica barcinonensis,open access journal,true,false,true,false,http://ancientworldonline.blogspot.com/2012/05/open-access-journal-sylloge-epigraphica.html,"tag:blogger.com,1999:blog-116259103207720939.post-7307596598229267115"
Open Access Journal: Empúries: revista de món clàssic i antiguitat tardana,open access journal: empúries: revista de món clàssic i antiguitat tardana,open access journal,true,false,true,false,http://ancientworldonline.blogspot.com/2012/12/ooen-access-journal-empuries-revista-de.html,"tag:blogger.com,1999:blog-116259103207720939.post-5807339625502108695"
Open Access Journal: Acta Palaeobotanica,open access journal: acta palaeobotanica,open access journal,true,false,true,false,http://ancientworldonline.blogspot.com/2012/12/open-access-journal-acta-palaeobotanica.html,"tag:blogger.com,1999:blog-116259103207720939.post-2627742497894542971"
Hittite Epigraphic Findings In The Ancient Near East,hittite epigraphic findings in the ancient near east,,false,false,false,false,http://ancientworldonline.blogspot.com/2012/12/hittite-epigraphic-findings-in-ancient.html,"tag:blogger.com,1999:blog-116259103207720939.post-313457763219175869"
Webfestschrift Boris Ilich Marshak,webfestschrift boris ilich marshak,,false,false,false,false,http://ancientworldonline.blogspot.com/2012/12/webfestschrift-boris-ilich-marshak.html,"tag:blogger.com,1999:blog-116259103207720939.post-6776494501484649850"
Nestle-Aland 28 Online,nestlealand 28 online,,false,false,false,false,http://ancientworldonline.blogspot.com/2012/12/nestle-aland-28-online.html,"tag:blogger.com,1999:blog-116259103207720939.post-1528227033403450242"
"Open Access Journal: Berliner Blätter für Münz-, Siegel- und Wappenkunde",open access journal: berliner blätter für münz siegel und wappenkunde,open access journal,true,false,true,false,http://ancientworldonline.blogspot.com/2012/12/open-access-journal-berliner-blatter.html,"tag:blogger.com,1999:blog-116259103207720939.post-7980119977046124944"
Open Access Journal: Kentron,open access journal: kentron,open access journal,true,false,true,false,http://ancientworldonline.blogspot.com/2011/01/open-access-journal-kentron.html,"tag:blogger.com,1999:blog-116259103207720939.post-7177420705519711021"
Open Access Journal: Kentro,open access journal: kentro,open access journal,true,false,true,false,http://ancientworldonline.blogspot.com/2012/02/opern-access-journal-kentro.html,"tag:blogger.com,1999:blog-116259103207720939.post-1921255786132233321"
Open Access Journal: Teiresias,open access journal: teiresias,open access journal,true,false,true,false,http://ancientworldonline.blogspot.com/2011/10/open-access-journal-teiresias.html,"tag:blogger.com,1999:blog-116259103207720939.post-8691509273621503155"
Archaeological Reconnaissance of Uninvestigated Remains of Agriculture (AROURA),archaeological reconnaissance of uninvestigated remains of agriculture aroura,,true,false,true,false,http://ancientworldonline.blogspot.com/2012/12/archaeological-reconnaissance-of.html,"tag:blogger.com,1999:blog-116259103207720939.post-6812864058275007306"
Open Access Journal: International Journal of Intangible Heritage,open access journal: international journal of intangible heritage,open access journal,true,false,true,false,http://ancientworldonline.blogspot.com/2012/12/open-access-journal-international.html,"tag:blogger.com,1999:blog-116259103207720939.post-5346594164233713512"
Open Access Journal: Review of Biblical Literature (RBL),open access journal: review of biblical literature rbl,open access journal,true,false,true,false,http://ancientworldonline.blogspot.com/2012/12/open-access-journal-review-of-biblical.html,"tag:blogger.com,1999:blog-116259103207720939.post-3138024184751349319"
Open Access Journal: Hadashot Arkheologiyot - Excavations and Survey in Israel,open access journal: hadashot arkheologiyot excavations and survey in israel,open access journal,true,false,true,false,http://ancientworldonline.blogspot.com/2012/12/oprn-access-journal-hadashot.html,"tag:blogger.com,1999:blog-116259103207720939.post-1697555786221769881"
Open Access Journal: JANES - Journal of the Ancient Near Eastern Society,open access journal: janes journal of the ancient near eastern society,open access journal,true,false,true,false,http://ancientworldonline.blogspot.com/2012/12/open-access-journal-janes-journal-of.html,"tag:blogger.com,1999:blog-116259103207720939.post-1471428403631950350"
Open Access Journal: ARA News: The Association for Roman Archaeology,open access journal: ara news: the association for roman archaeology,open access journal,true,false,true,false,http://ancientworldonline.blogspot.com/2010/12/new-open-access-journal-ara-news.html,"tag:blogger.com,1999:blog-116259103207720939.post-9010915461645659553"
Open Access Journal: Teaching Classical Languages (TCL),open access journal: teaching classical languages tcl,open access journal,true,false,true,false,http://ancientworldonline.blogspot.com/2009/12/open-access-journal-teaching-classical.html,"tag:blogger.com,1999:blog-116259103207720939.post-5478237907942227279"
French Dissertations Online,french dissertations online,,false,false,false,false,http://ancientworldonline.blogspot.com/2012/12/french-dissertations-online.html,"tag:blogger.com,1999:blog-116259103207720939.post-3367546230938425072"
Fieldiana Anthropology: A Collection of Digitized Books,fieldiana anthropology: a collection of digitized books,fieldiana anthropology,true,false,true,false,http://ancientworldonline.blogspot.com/2012/12/fieldiana-anthropology-collection-of.html,"tag:blogger.com,1999:blog-116259103207720939.post-103091535163835438"
App: PictureIt: Epistles of Paul,app: pictureit: epistles of paul,app,true,false,true,false,http://ancientworldonline.blogspot.com/2012/12/app-pictureit-epistles-of-paul.html,"tag:blogger.com,1999:blog-116259103207720939.post-134935681385812694"
Open Access Diccionario Griego–Español,open access diccionario griego–español,,false,false,false,false,http://ancientworldonline.blogspot.com/2012/12/open-access-diccionario-griegoespanol.html,"tag:blogger.com,1999:blog-116259103207720939.post-5370352450866835717"
Nestor abandons paper!,nestor abandons paper,,false,false,false,false,http://ancientworldonline.blogspot.com/2012/12/nestor-abandons-paper.html,"tag:blogger.com,1999:blog-116259103207720939.post-6719956303545034614"
Teaching The Golden Age of Chinese Archaeology,teaching the golden age of chinese archaeology,,false,false,false,false,http://ancientworldonline.blogspot.com/2012/12/teaching-golden-age-of-chinese.html,"tag:blogger.com,1999:blog-116259103207720939.post-3077975484716032954"
Tesserae: Intertextual Phrase Matching,tesserae: intertextual phrase matching,tesserae,false,false,false,false,http://ancientworldonline.blogspot.com/2012/12/tesserae-intertextual-phrase-matching.html,"tag:blogger.com,1999:blog-116259103207720939.post-7571943592627002813"
Open Access Léxico de magia y religión en los papiros mágicos griegos,open access léxico de magia y religión en los papiros mágicos griegos,,false,false,false,false,http://ancientworldonline.blogspot.com/2012/12/open-access-lexico-de-magia-y-religion.html,"tag:blogger.com,1999:blog-116259103207720939.post-8190760350442985147"
Monumenta rariora: The Reception of Antique Statuary in Collections of Engravin,monumenta rariora: the reception of antique statuary in collections of engravin,monumenta rariora,false,false,false,false,http://ancientworldonline.blogspot.com/2012/12/monumenta-rariora-reception-of-antique.html,"tag:blogger.com,1999:blog-116259103207720939.post-6722662586229612944"
Speculum Romanae Magnificentiae,speculum romanae magnificentiae,,false,false,false,false,http://ancientworldonline.blogspot.com/2010/12/speculum-romanae-magnificentiae.html,"tag:blogger.com,1999:blog-116259103207720939.post-3043912850779120080"
Newly Online from the Oriental Institute's Backlist,newly online from the oriental institutes backlist,,false,false,false,false,http://ancientworldonline.blogspot.com/2012/12/newly-online-from-oriental-institutes_20.html,"tag:blogger.com,1999:blog-116259103207720939.post-224444973179106952"
Archaeological Site Looting: A Public Opinion Poll,archaeological site looting: a public opinion poll,archaeological site looting,true,false,true,false,http://ancientworldonline.blogspot.com/2012/12/archaeological-site-looting-public.html,"tag:blogger.com,1999:blog-116259103207720939.post-2359684809535712798"
YOCOCU (YOuth in COnservation of CUltural heritage) Papers Online,yococu youth in conservation of cultural heritage papers online,,true,false,true,false,http://ancientworldonline.blogspot.com/2012/12/yococu-youth-in-conservation-of.html,"tag:blogger.com,1999:blog-116259103207720939.post-4457325912901344534"
Open Access Journal: CeROArt,open access journal: ceroart,open access journal,true,false,true,false,http://ancientworldonline.blogspot.com/2012/12/open-access-journal-ceroart.html,"tag:blogger.com,1999:blog-116259103207720939.post-2013255249796920682"
Project Volterra,project volterra,,true,false,true,false,http://ancientworldonline.blogspot.com/2012/12/project-volterra.html,"tag:blogger.com,1999:blog-116259103207720939.post-5786038432102047423"
Dolgopolsky's Nostratic Dictionary Online (3rd edition),dolgopolskys nostratic dictionary online 3rd edition,,false,false,false,false,http://ancientworldonline.blogspot.com/2012/12/dolgopolskys-nostratic-dictionary.html,"tag:blogger.com,1999:blog-116259103207720939.post-5223764828074381275"
The Leon Levy Dead Sea Scrolls Digital Library,the leon levy dead sea scrolls digital library,,false,false,false,false,http://ancientworldonline.blogspot.com/2012/12/the-leon-levy-dead-sea-scrolls-digital.html,"tag:blogger.com,1999:blog-116259103207720939.post-6416918775751211238"
Aerial Archaeology in Armenia,aerial archaeology in armenia,,false,false,false,false,http://ancientworldonline.blogspot.com/2012/12/aerial-archaeology-in-armenia.html,"tag:blogger.com,1999:blog-116259103207720939.post-1979138915594224726"
The Roman Law Library,the roman law library,,false,false,false,false,http://ancientworldonline.blogspot.com/2009/09/roman-law-library.html,"tag:blogger.com,1999:blog-116259103207720939.post-2364722365081531997"
BibAr - Biblioteca Archeologica On-line,bibar biblioteca archeologica online,,false,false,false,false,http://ancientworldonline.blogspot.com/2012/12/bibar-biblioteca-archeologica-on-line.html,"tag:blogger.com,1999:blog-116259103207720939.post-2823595568857182930"
Open Access Journal: Pomoerium,open access journal: pomoerium,open access journal,true,false,true,false,http://ancientworldonline.blogspot.com/2012/12/open-access-journal-pomoerium.html,"tag:blogger.com,1999:blog-116259103207720939.post-50341059986177510"
"Princeton University, Research Photographs, Archaeological Archives",princeton university research photographs archaeological archives,,true,false,true,false,http://ancientworldonline.blogspot.com/2012/12/princeton-university-research.html,"tag:blogger.com,1999:blog-116259103207720939.post-1897968352438608434"
Open Access Journal: Documenta Praehistorica,open access journal: documenta praehistorica,open access journal,true,false,true,false,http://ancientworldonline.blogspot.com/2010/01/open-access-journal-documenta.html,"tag:blogger.com,1999:blog-116259103207720939.post-5956485807956065028"
Open Access Journal: Eos. Czasopismo Filologiczne Organ Towarzystwa Filologicznego,open access journal: eos czasopismo filologiczne organ towarzystwa filologicznego,open access journal,true,false,true,false,http://ancientworldonline.blogspot.com/2012/12/open-access-journal-eos-czasopismo.html,"tag:blogger.com,1999:blog-116259103207720939.post-8862106411687602518"
Thesaurus Linguae Graecae (TLG®) Updates,thesaurus linguae graecae tlg® updates,,false,true,true,false,http://ancientworldonline.blogspot.com/2012/12/thesaurus-linguae-graecae-tlg-updates.html,"tag:blogger.com,1999:blog-116259103207720939.post-3342662565592456590"
ArchéoGéographie,archéogéographie,,false,false,false,false,http://ancientworldonline.blogspot.com/2012/12/archeogeographie.html,"tag:blogger.com,1999:blog-116259103207720939.post-6845300893839503009"
The New Technologies for Aquileia Proceedings Online,the new technologies for aquileia proceedings online,,true,false,true,false,http://ancientworldonline.blogspot.com/2011/11/book-online-new-technologies-for.html,"tag:blogger.com,1999:blog-116259103207720939.post-5996241145501309230"
Newly Online from the Oriental Institute's Backlist,newly online from the oriental institutes backlist,,false,false,false,false,http://ancientworldonline.blogspot.com/2012/12/newly-online-from-oriental-institutes_14.html,"tag:blogger.com,1999:blog-116259103207720939.post-951769456683844148"
Open Access Journal: Bulletin of the Association for the Study of Travel in Egypt and the Near East (ASTENE),open access journal: bulletin of the association for the study of travel in egypt and the near east astene,open access journal,true,false,true,false,http://ancientworldonline.blogspot.com/2011/12/open-access-journal-bulletin-of.html,"tag:blogger.com,1999:blog-116259103207720939.post-6427225757004108292"
Open Access Journal: Studi Epigrafici e Linguistici sul Vicino Oriente Antico (SEL),open access journal: studi epigrafici e linguistici sul vicino oriente antico sel,open access journal,true,false,true,false,http://ancientworldonline.blogspot.com/2009/09/open-access-journals-studi-epigrafici-e.html,"tag:blogger.com,1999:blog-116259103207720939.post-1914509189769536064"
Durham Dissertations Online,durham dissertations online,,false,false,false,false,http://ancientworldonline.blogspot.com/2012/12/durham-dissertations-online.html,"tag:blogger.com,1999:blog-116259103207720939.post-2919999681704453430"
SARIT: Search and Retrieval of Indic Texts,sarit: search and retrieval of indic texts,sarit,false,false,false,false,http://ancientworldonline.blogspot.com/2012/12/sarit-search-and-retrieval-of-indic.html,"tag:blogger.com,1999:blog-116259103207720939.post-5595312824670859158"
New Open Access Journal: Asfar,new open access journal: asfar,new open access journal,true,false,true,false,http://ancientworldonline.blogspot.com/2012/12/new-open-access-journal-asfar.html,"tag:blogger.com,1999:blog-116259103207720939.post-3017551928609623322"
The Sir Arthur Evans Archive,the sir arthur evans archive,,false,false,false,false,http://ancientworldonline.blogspot.com/2012/12/the-sir-arthur-evans-archive.html,"tag:blogger.com,1999:blog-116259103207720939.post-7291702042462847742"
Domesticating Mountains in Middle Bronze Age Crete,domesticating mountains in middle bronze age crete,,false,false,false,false,http://ancientworldonline.blogspot.com/2012/12/domesticating-mountains-in-middle.html,"tag:blogger.com,1999:blog-116259103207720939.post-5918142122703000146"
The Christianization of the Peloponnese,the christianization of the peloponnese,,false,false,false,false,http://ancientworldonline.blogspot.com/2012/12/the-christianization-of-peloponnese.html,"tag:blogger.com,1999:blog-116259103207720939.post-6323076194446627507"
Melammu Online,melammu online,,false,false,false,false,http://ancientworldonline.blogspot.com/2011/09/melammu-online.html,"tag:blogger.com,1999:blog-116259103207720939.post-4293573431644448301"
Mappa,mappa,,false,false,false,false,http://ancientworldonline.blogspot.com/2012/01/mappa.html,"tag:blogger.com,1999:blog-116259103207720939.post-8990041275652527187"
Linear B tablets as never before seen (RTI),linear b tablets as never before seen rti,,false,false,false,false,http://ancientworldonline.blogspot.com/2012/12/linear-b-tablets-as-never-before-seen.html,"tag:blogger.com,1999:blog-116259103207720939.post-3717136482247208419"
BoneCommons,bonecommons,,false,false,false,false,http://ancientworldonline.blogspot.com/2012/12/bonecommons.html,"tag:blogger.com,1999:blog-116259103207720939.post-1210357477168922223"
Attic Inscriptions Online,attic inscriptions online,,false,false,false,false,http://ancientworldonline.blogspot.com/2012/12/attic-inscriptions-online.html,"tag:blogger.com,1999:blog-116259103207720939.post-6917352190940820439"
Open Access Journal: De Rebus Antiquis,open access journal: de rebus antiquis,open access journal,true,false,true,false,http://ancientworldonline.blogspot.com/2011/12/new-open-access-journal-de-rebus.html,"tag:blogger.com,1999:blog-116259103207720939.post-2996933517505453388"
"Two in-progress bibliographies: Old Georgian, Hagiography",two inprogress bibliographies: old georgian hagiography,two inprogress bibliographies,false,false,true,true,http://ancientworldonline.blogspot.com/2012/12/two-in-progress-bibliographies-old.html,"tag:blogger.com,1999:blog-116259103207720939.post-6013414672850057821"
"Open Access Journal: Arys: Antigüedad, Religiones y Sociedades",open access journal: arys: antigüedad religiones y sociedades,open access journal,true,false,true,false,http://ancientworldonline.blogspot.com/2011/09/open-access-journal-arys-antiguedad.html,"tag:blogger.com,1999:blog-116259103207720939.post-8114555566495071877"
Latin Teaching Materials at Saint Louis University,latin teaching materials at saint louis university,,false,false,false,false,http://ancientworldonline.blogspot.com/2012/12/latin-teaching-materials-at-saint-louis.html,"tag:blogger.com,1999:blog-116259103207720939.post-6465903918950704434"
LES FOUILLES de M. RAYMOND WEILL à TELL-GEZER (1914 et 1924),les fouilles de m raymond weill à tellgezer 1914 et 1924,,false,false,false,false,http://ancientworldonline.blogspot.com/2012/12/les-fouilles-de-m-raymond-weill-tell.html,"tag:blogger.com,1999:blog-116259103207720939.post-6770349415411480701"
Cappelli's Lexicon Abbreviaturarum Online,cappellis lexicon abbreviaturarum online,,false,false,false,false,http://ancientworldonline.blogspot.com/2012/12/cappellis-lexicon-abbreviaturarum-online.html,"tag:blogger.com,1999:blog-116259103207720939.post-495284763417392122"
Open Access Journal: Revista Numismática OMNI,open access journal: revista numismática omni,open access journal,true,false,true,false,http://ancientworldonline.blogspot.com/2012/12/open-access-journal-revista-numismatica.html,"tag:blogger.com,1999:blog-116259103207720939.post-6051825158650478127"
Open Access Journal: Studia Hermetica Journal,open access journal: studia hermetica journal,open access journal,true,false,true,false,http://ancientworldonline.blogspot.com/2012/12/open-access-journal-studia-hermetica.html,"tag:blogger.com,1999:blog-116259103207720939.post-8466512562592678832"
Newly Online from the Oriental Institute's Backlist,newly online from the oriental institutes backlist,,false,false,false,false,http://ancientworldonline.blogspot.com/2012/12/newly-online-from-oriental-institutes.html,"tag:blogger.com,1999:blog-116259103207720939.post-8559132705741967670"
"Online Armenian Catalogs, Philosophical, Patristic, and Theological Materials",online armenian catalogs philosophical patristic and theological materials,,false,false,false,false,http://ancientworldonline.blogspot.com/2012/12/online-armenian-catalogs-philosophical.html,"tag:blogger.com,1999:blog-116259103207720939.post-7403471012930031005"
Iraqi Open Access Journals,iraqi open access journals,,false,false,true,true,http://ancientworldonline.blogspot.com/2012/12/iraqi-open-access-journals.html,"tag:blogger.com,1999:blog-116259103207720939.post-7907107907263649062"
British Museum Collection Database Online,british museum collection database online,,true,false,true,false,http://ancientworldonline.blogspot.com/2011/09/british-museum-collection-database.html,"tag:blogger.com,1999:blog-116259103207720939.post-7402852891402236084"
Bibliography: Archaeobotanical Reports from Sites in the Near East,bibliography: archaeobotanical reports from sites in the near east,bibliography,true,false,true,false,http://ancientworldonline.blogspot.com/2012/12/bibliography-archaeobotanical-reports.html,"tag:blogger.com,1999:blog-116259103207720939.post-4160885293315209990"
Database: Photos of charred plant remains from early agriculture sites in the Near East,database: photos of charred plant remains from early agriculture sites in the near east,database,true,false,true,false,http://ancientworldonline.blogspot.com/2012/12/database-photos-of-charred-plant.html,"tag:blogger.com,1999:blog-116259103207720939.post-8724221854783774425"
Ancient Grains: The website of Delwen Samuel and Mark Nesbitt,ancient grains: the website of delwen samuel and mark nesbitt,ancient grains,true,false,true,false,http://ancientworldonline.blogspot.com/2012/12/ancient-grains-website-of-delwen-samuel.html,"tag:blogger.com,1999:blog-116259103207720939.post-1202402464537540667"
Open Access Journal: Egypt Society of Bristol Newsletters,open access journal: egypt society of bristol newsletters,open access journal,true,false,true,false,http://ancientworldonline.blogspot.com/2012/12/open-access-journal-egypt-society-of.html,"tag:blogger.com,1999:blog-116259103207720939.post-3864310226959942937"
Society for the Oral Reading of Greek and Latin Literature (SORGLL),society for the oral reading of greek and latin literature sorgll,,false,false,false,false,http://ancientworldonline.blogspot.com/2012/12/society-for-oral-reading-of-greek-and.html,"tag:blogger.com,1999:blog-116259103207720939.post-3764148972744006494"
A Long Way from Home: Diaspora Communities in Roman Britain,a long way from home: diaspora communities in roman britain,a long way from home,true,false,true,false,http://ancientworldonline.blogspot.com/2012/12/a-long-way-from-home-diaspora.html,"tag:blogger.com,1999:blog-116259103207720939.post-8084912642708195448"
Sirkeli Höyük Ausgrabungsprojekt,sirkeli höyük ausgrabungsprojekt,,false,false,false,false,http://ancientworldonline.blogspot.com/2012/12/sirkeli-hoyuk-ausgrabunsgproject.html,"tag:blogger.com,1999:blog-116259103207720939.post-4097359843218256951"
Open Access Journal: Journal for the Evangelical Study of the Old Testament,open access journal: journal for the evangelical study of the old testament,open access journal,true,false,true,false,http://ancientworldonline.blogspot.com/2012/06/new-open-access-journal-journal-for.html,"tag:blogger.com,1999:blog-116259103207720939.post-6015145981045678818"
Open Access Journal: Cloelia,open access journal: cloelia,open access journal,true,false,true,false,http://ancientworldonline.blogspot.com/2011/05/open-access-journal-cloelia.html,"tag:blogger.com,1999:blog-116259103207720939.post-144035027828726329"
Transformation: The Emergence of a Common Culture in the Northern Provinces of the Roman Empire from Britain to the Black Sea up to 212 A.D.,transformation: the emergence of a common culture in the northern provinces of the roman empire from britain to the black sea up to 212 ad,transformation,false,false,false,false,http://ancientworldonline.blogspot.com/2012/12/transformation-emergence-of-common.html,"tag:blogger.com,1999:blog-116259103207720939.post-7936258962165572990"
Open Access Journal: Sinaiticus: The Bulletin of the Saint Catherine Foundation,open access journal: sinaiticus: the bulletin of the saint catherine foundation,open access journal,true,false,true,false,http://ancientworldonline.blogspot.com/2012/12/open-access-journal-sinaiticus-bulletin.html,"tag:blogger.com,1999:blog-116259103207720939.post-7388772639313133093"
"Rezeption der Antike im semantischen Netz: Buch, Bild und Objekt",rezeption der antike im semantischen netz: buch bild und objekt,rezeption der antike im semantischen netz,false,false,false,false,http://ancientworldonline.blogspot.com/2012/12/rezeption-der-antike-im-semantischen.html,"tag:blogger.com,1999:blog-116259103207720939.post-908629135724418778"
